year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,7,YV,Mesa Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",18.00,2.00,1.43,0.00,0.57,0.00,0.00,0.00,0.00,44.00,32.00,0.00,12.00,0.00,0.00
2025,7,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",134.00,31.00,13.19,2.43,10.63,0.00,4.74,8.00,0.00,2264.00,798.00,303.00,702.00,0.00,461.00
2025,7,YV,Mesa Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",97.00,23.00,8.09,0.73,4.85,0.00,9.33,1.00,0.00,2125.00,655.00,65.00,437.00,0.00,968.00
2025,7,YV,Mesa Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",148.00,38.00,13.69,2.56,10.66,0.00,11.09,6.00,1.00,3785.00,1253.00,569.00,476.00,0.00,1487.00
2025,7,YV,Mesa Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",978.00,234.00,52.94,14.27,67.41,0.00,99.39,48.00,6.00,23417.00,3756.00,2148.00,8302.00,0.00,9211.00
2025,7,YV,Mesa Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2601.00,533.00,153.23,16.20,197.45,0.00,166.13,45.00,13.00,55178.00,12407.00,3965.00,18234.00,0.00,20572.00
2025,7,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",80.00,25.00,2.87,1.20,13.28,0.00,7.66,11.00,1.00,2392.00,114.00,245.00,811.00,0.00,1222.00
2025,7,YV,Mesa Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",92.00,14.00,6.58,2.78,3.63,0.00,1.02,2.00,0.00,595.00,202.00,249.00,82.00,0.00,62.00
2025,7,YV,Mesa Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",45.00,8.00,3.08,2.61,0.32,0.00,1.99,1.00,1.00,1191.00,287.00,439.00,55.00,0.00,410.00
2025,7,YV,Mesa Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",27.00,8.00,2.26,4.54,0.30,0.00,0.90,0.00,0.00,807.00,84.00,598.00,46.00,0.00,79.00
2025,7,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",124.00,16.00,3.44,1.57,7.67,0.00,3.33,10.00,0.00,980.00,140.00,239.00,312.00,0.00,289.00
2025,7,YX,Republic Airline,AUS,"Austin, TX: Austin - Bergstrom International",4.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,22.00,0.00,0.00
2025,7,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",518.00,144.00,29.75,2.67,67.06,0.00,44.52,35.00,7.00,10374.00,2526.00,474.00,3656.00,0.00,3718.00
2025,7,YX,Republic Airline,BOS,"Boston, MA: Logan International",2818.00,724.00,202.90,26.95,308.05,0.83,185.27,193.00,4.00,61290.00,17023.00,2984.00,25030.00,51.00,16202.00
2025,7,YX,Republic Airline,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",122.00,28.00,8.81,0.00,9.28,0.00,9.91,5.00,0.00,2919.00,510.00,0.00,1283.00,0.00,1126.00
2025,7,YX,Republic Airline,CLT,"Charlotte, NC: Charlotte Douglas International",268.00,49.00,20.94,0.75,14.97,0.00,12.34,12.00,1.00,4103.00,1714.00,63.00,1244.00,0.00,1082.00
2025,7,YX,Republic Airline,DCA,"Washington, DC: Ronald Reagan Washington National",2203.00,483.00,96.53,27.54,198.04,0.59,160.31,257.00,19.00,39938.00,8073.00,4064.00,13640.00,53.00,14108.00
2025,7,YX,Republic Airline,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",8.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,22.00,0.00,0.00,0.00,0.00
2025,7,YX,Republic Airline,DTW,"Detroit, MI: Detroit Metro Wayne County",636.00,145.00,42.80,5.77,42.10,0.00,54.33,43.00,1.00,12678.00,3713.00,970.00,3010.00,0.00,4985.00
2025,7,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",1981.00,540.00,104.41,27.06,319.51,0.00,89.01,257.00,7.00,56998.00,11963.00,6049.00,29376.00,0.00,9610.00
2025,7,YX,Republic Airline,IAD,"Washington, DC: Washington Dulles International",963.00,177.00,47.11,12.81,56.72,0.00,60.36,82.00,2.00,17310.00,5138.00,1671.00,3917.00,0.00,6584.00
2025,7,YX,Republic Airline,IAH,"Houston, TX: George Bush Intercontinental/Houston",19.00,4.00,0.00,0.00,2.29,0.00,1.71,0.00,0.00,176.00,0.00,0.00,92.00,0.00,84.00
2025,7,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1309.00,315.00,64.81,16.52,151.45,0.00,82.22,142.00,5.00,27101.00,4858.00,2113.00,13283.00,0.00,6847.00
2025,7,YX,Republic Airline,LGA,"New York, NY: LaGuardia",4768.00,1099.00,295.79,49.49,484.24,1.89,267.58,567.00,20.00,106263.00,36148.00,8308.00,36550.00,48.00,25209.00
2025,7,YX,Republic Airline,MCO,"Orlando, FL: Orlando International",93.00,32.00,10.42,1.51,11.19,0.00,8.89,0.00,0.00,2575.00,1286.00,78.00,425.00,0.00,786.00
2025,7,YX,Republic Airline,MIA,"Miami, FL: Miami International",142.00,43.00,9.77,5.99,15.01,0.04,12.18,0.00,2.00,3223.00,1057.00,592.00,801.00,4.00,769.00
2025,7,YX,Republic Airline,MSP,"Minneapolis, MN: Minneapolis-St Paul International",119.00,31.00,3.90,4.22,8.69,0.00,14.19,11.00,0.00,2175.00,186.00,594.00,546.00,0.00,849.00
2025,7,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",2016.00,564.00,105.91,36.46,262.51,1.00,158.12,62.00,5.00,46030.00,8414.00,3558.00,18557.00,18.00,15483.00
2025,7,YX,Republic Airline,PHL,"Philadelphia, PA: Philadelphia International",713.00,187.00,41.77,7.15,78.56,0.00,59.52,43.00,3.00,12873.00,2821.00,750.00,3961.00,0.00,5341.00
2025,7,YX,Republic Airline,TPA,"Tampa, FL: Tampa International",8.00,1.00,0.00,0.00,0.15,0.00,0.85,0.00,0.00,33.00,0.00,0.00,5.00,0.00,28.00
2025,7,G7,GoJet Airlines LLC d/b/a United Express,CLT,"Charlotte, NC: Charlotte Douglas International",8.00,3.00,0.16,0.00,1.00,0.00,1.84,0.00,0.00,123.00,8.00,0.00,25.00,0.00,90.00
2025,7,G7,GoJet Airlines LLC d/b/a United Express,DCA,"Washington, DC: Ronald Reagan Washington National",289.00,94.00,13.09,2.32,25.90,0.00,52.68,43.00,1.00,14209.00,1736.00,745.00,3122.00,0.00,8606.00
2025,7,G7,GoJet Airlines LLC d/b/a United Express,DTW,"Detroit, MI: Detroit Metro Wayne County",8.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,42.00,0.00,0.00,0.00,0.00
2025,7,G7,GoJet Airlines LLC d/b/a United Express,EWR,"Newark, NJ: Newark Liberty International",955.00,349.00,50.82,12.77,166.31,0.00,119.10,121.00,2.00,57642.00,6442.00,3783.00,26091.00,0.00,21326.00
2025,7,G7,GoJet Airlines LLC d/b/a United Express,IAD,"Washington, DC: Washington Dulles International",425.00,120.00,29.85,2.67,40.58,0.00,46.89,25.00,4.00,14404.00,2641.00,726.00,3671.00,0.00,7366.00
2025,7,G7,GoJet Airlines LLC d/b/a United Express,ORD,"Chicago, IL: Chicago O'Hare International",1818.00,650.00,115.46,33.13,255.79,0.00,245.63,19.00,16.00,65815.00,10051.00,3865.00,18828.00,0.00,33071.00
2025,7,G7,GoJet Airlines LLC d/b/a United Express,PHL,"Philadelphia, PA: Philadelphia International",111.00,33.00,8.07,1.13,10.93,0.00,12.87,11.00,0.00,3132.00,485.00,410.00,590.00,0.00,1647.00
2025,7,HA,Hawaiian Airlines Network,BOS,"Boston, MA: Logan International",22.00,6.00,4.22,0.00,0.00,0.00,1.78,0.00,0.00,272.00,243.00,0.00,0.00,0.00,29.00
2025,7,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,7.00,4.74,0.69,0.00,0.00,1.57,0.00,0.00,149.00,110.00,11.00,0.00,0.00,28.00
2025,7,HA,Hawaiian Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",124.00,34.00,25.57,0.00,0.00,0.58,7.85,0.00,0.00,1962.00,1530.00,0.00,0.00,14.00,418.00
2025,7,HA,Hawaiian Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",176.00,78.00,50.82,0.00,0.00,0.54,26.64,0.00,0.00,3444.00,2175.00,0.00,0.00,22.00,1247.00
2025,7,HA,Hawaiian Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",31.00,10.00,8.00,0.00,0.00,0.00,2.00,0.00,0.00,303.00,238.00,0.00,0.00,0.00,65.00
2025,7,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",83.00,16.00,12.59,0.00,0.00,0.44,2.97,0.00,0.00,921.00,663.00,0.00,0.00,25.00,233.00
2025,7,HA,Hawaiian Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",218.00,102.00,68.07,1.34,4.14,0.92,27.53,3.00,0.00,6005.00,3414.00,75.00,105.00,20.00,2391.00
2025,7,HA,Hawaiian Airlines Network,SFO,"San Francisco, CA: San Francisco International",83.00,27.00,18.09,0.00,0.27,0.67,7.98,1.00,0.00,1672.00,1410.00,0.00,4.00,10.00,248.00
2025,7,HA,Hawaiian Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",31.00,2.00,1.06,0.94,0.00,0.00,0.00,0.00,0.00,170.00,25.00,145.00,0.00,0.00,0.00
2025,7,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",57.00,8.00,3.90,0.21,1.39,0.00,2.50,0.00,1.00,427.00,164.00,14.00,31.00,0.00,218.00
2025,7,MQ,Envoy Air,AUS,"Austin, TX: Austin - Bergstrom International",160.00,36.00,6.82,2.05,12.36,0.00,14.77,8.00,1.00,1700.00,382.00,120.00,586.00,0.00,612.00
2025,7,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",107.00,28.00,6.29,2.92,13.41,0.00,5.38,0.00,1.00,1899.00,437.00,194.00,513.00,0.00,755.00
2025,7,MQ,Envoy Air,BOS,"Boston, MA: Logan International",183.00,36.00,3.98,3.12,16.74,0.00,12.16,4.00,0.00,2637.00,298.00,275.00,900.00,0.00,1164.00
2025,7,MQ,Envoy Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",90.00,29.00,4.87,1.78,8.83,0.00,13.52,6.00,0.00,1695.00,190.00,236.00,473.00,0.00,796.00
2025,7,MQ,Envoy Air,CLT,"Charlotte, NC: Charlotte Douglas International",490.00,93.00,11.89,11.20,24.59,0.00,45.33,6.00,1.00,4102.00,446.00,714.00,753.00,0.00,2189.00
2025,7,MQ,Envoy Air,DCA,"Washington, DC: Ronald Reagan Washington National",482.00,82.00,13.56,5.30,31.91,0.00,31.23,60.00,3.00,4537.00,625.00,282.00,1398.00,0.00,2232.00
2025,7,MQ,Envoy Air,DEN,"Denver, CO: Denver International",14.00,6.00,0.00,0.85,4.15,0.00,1.00,0.00,1.00,594.00,0.00,113.00,405.00,0.00,76.00
2025,7,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",6500.00,1492.00,281.02,126.60,392.10,5.97,686.31,138.00,23.00,102440.00,26751.00,11446.00,18024.00,197.00,46022.00
2025,7,MQ,Envoy Air,DTW,"Detroit, MI: Detroit Metro Wayne County",85.00,28.00,7.16,1.12,5.16,0.00,14.56,3.00,0.00,1779.00,310.00,203.00,204.00,0.00,1062.00
2025,7,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",62.00,10.00,0.53,0.37,5.58,0.00,3.53,3.00,0.00,605.00,24.00,29.00,390.00,0.00,162.00
2025,7,MQ,Envoy Air,IAH,"Houston, TX: George Bush Intercontinental/Houston",159.00,25.00,6.25,0.78,9.89,0.00,8.08,7.00,3.00,1297.00,199.00,21.00,652.00,0.00,425.00
2025,7,MQ,Envoy Air,LAS,"Las Vegas, NV: Harry Reid International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,7,MQ,Envoy Air,MCO,"Orlando, FL: Orlando International",31.00,5.00,2.71,0.00,1.36,0.00,0.93,0.00,0.00,194.00,129.00,0.00,39.00,0.00,26.00
2025,7,MQ,Envoy Air,MIA,"Miami, FL: Miami International",934.00,221.00,39.41,18.76,77.33,0.69,84.80,4.00,3.00,14614.00,3933.00,2330.00,2578.00,27.00,5746.00
2025,7,MQ,Envoy Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",93.00,32.00,5.48,1.28,7.16,0.00,18.08,2.00,2.00,2017.00,233.00,126.00,284.00,0.00,1374.00
2025,7,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",4518.00,1477.00,209.75,94.42,518.63,2.58,651.62,109.00,20.00,106287.00,17182.00,10369.00,30294.00,129.00,48313.00
2025,7,MQ,Envoy Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",640.00,108.00,21.91,5.51,10.72,1.00,68.86,2.00,1.00,6675.00,1026.00,458.00,398.00,43.00,4750.00
2025,7,MQ,Envoy Air,SEA,"Seattle, WA: Seattle/Tacoma International",57.00,13.00,5.85,0.00,4.83,0.00,2.32,0.00,0.00,530.00,322.00,0.00,126.00,0.00,82.00
2025,7,MQ,Envoy Air,SLC,"Salt Lake City, UT: Salt Lake City International",34.00,8.00,2.36,0.00,0.64,0.00,5.00,0.00,0.00,400.00,118.00,0.00,24.00,0.00,258.00
2025,7,MQ,Envoy Air,TPA,"Tampa, FL: Tampa International",117.00,27.00,6.74,1.12,9.21,0.00,9.93,0.00,0.00,2286.00,745.00,55.00,615.00,0.00,871.00
2025,7,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",716.00,213.00,42.32,6.54,113.34,2.29,48.51,9.00,2.00,16136.00,2778.00,1014.00,7607.00,55.00,4682.00
2025,7,NK,Spirit Airlines,AUS,"Austin, TX: Austin - Bergstrom International",99.00,21.00,5.24,2.10,11.25,0.00,2.41,1.00,1.00,1553.00,523.00,177.00,650.00,0.00,203.00
2025,7,NK,Spirit Airlines,BNA,"Nashville, TN: Nashville International",317.00,76.00,16.66,5.08,36.56,1.00,16.70,7.00,2.00,5295.00,1217.00,288.00,2279.00,28.00,1483.00
2025,7,NK,Spirit Airlines,BOS,"Boston, MA: Logan International",307.00,108.00,23.32,3.59,65.24,0.94,14.91,7.00,0.00,9468.00,2455.00,272.00,5562.00,16.00,1163.00
2025,7,NK,Spirit Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",530.00,175.00,45.28,5.79,92.91,0.99,30.04,16.00,3.00,13943.00,3616.00,415.00,6949.00,51.00,2912.00
2025,7,NK,Spirit Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",352.00,72.00,17.73,4.92,35.54,0.25,13.56,6.00,0.00,6263.00,1961.00,390.00,2401.00,6.00,1505.00
2025,7,NK,Spirit Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",664.00,143.00,22.70,7.36,74.54,0.67,37.74,6.00,1.00,12324.00,1843.00,600.00,5650.00,52.00,4179.00
2025,7,NK,Spirit Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",1182.00,280.00,60.13,12.79,131.05,2.90,73.13,19.00,4.00,23128.00,5391.00,1536.00,10354.00,108.00,5739.00
2025,7,NK,Spirit Airlines,EWR,"Newark, NJ: Newark Liberty International",743.00,273.00,29.10,4.39,212.69,0.00,26.82,45.00,8.00,24280.00,1536.00,326.00,20529.00,0.00,1889.00
2025,7,NK,Spirit Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1733.00,377.00,105.11,17.53,155.30,4.84,94.21,27.00,5.00,32618.00,7978.00,1812.00,13939.00,246.00,8643.00
2025,7,NK,Spirit Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",669.00,175.00,48.69,10.27,75.58,0.00,40.46,19.00,2.00,15980.00,4470.00,706.00,6399.00,0.00,4405.00
2025,7,NK,Spirit Airlines,LAS,"Las Vegas, NV: Harry Reid International",1474.00,258.00,50.12,11.11,130.10,0.73,65.94,19.00,1.00,19069.00,3935.00,593.00,8892.00,30.00,5619.00
2025,7,NK,Spirit Airlines,LAX,"Los Angeles, CA: Los Angeles International",616.00,87.00,22.63,7.87,38.55,0.31,17.64,5.00,0.00,6258.00,1454.00,415.00,2414.00,11.00,1964.00
2025,7,NK,Spirit Airlines,LGA,"New York, NY: LaGuardia",452.00,135.00,28.11,0.72,93.28,0.00,12.89,24.00,6.00,11339.00,1809.00,48.00,8009.00,0.00,1473.00
2025,7,NK,Spirit Airlines,MCO,"Orlando, FL: Orlando International",1627.00,440.00,85.06,18.53,217.99,1.96,116.45,21.00,7.00,33446.00,7429.00,1761.00,14767.00,175.00,9314.00
2025,7,NK,Spirit Airlines,MIA,"Miami, FL: Miami International",330.00,89.00,19.92,4.05,53.23,0.14,11.68,6.00,0.00,5493.00,1405.00,236.00,2948.00,11.00,893.00
2025,7,NK,Spirit Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",40.00,7.00,1.72,0.00,3.33,1.00,0.95,1.00,0.00,342.00,112.00,0.00,103.00,45.00,82.00
2025,7,NK,Spirit Airlines,ORD,"Chicago, IL: Chicago O'Hare International",518.00,142.00,28.93,3.10,89.83,0.00,20.15,11.00,1.00,11967.00,3005.00,237.00,6149.00,0.00,2576.00
2025,7,NK,Spirit Airlines,PHL,"Philadelphia, PA: Philadelphia International",277.00,85.00,21.00,3.31,48.36,0.00,12.34,8.00,1.00,7058.00,2330.00,299.00,3769.00,0.00,660.00
2025,7,NK,Spirit Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",43.00,4.00,2.33,1.00,0.67,0.00,0.00,0.00,0.00,285.00,209.00,31.00,45.00,0.00,0.00
2025,7,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",139.00,30.00,8.13,0.14,12.14,0.00,9.60,2.00,0.00,1606.00,405.00,10.00,577.00,0.00,614.00
2025,7,NK,Spirit Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",31.00,2.00,0.43,0.03,1.24,0.00,0.30,0.00,0.00,67.00,16.00,1.00,39.00,0.00,11.00
2025,7,NK,Spirit Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",43.00,7.00,3.11,0.00,1.27,0.00,2.61,0.00,0.00,356.00,204.00,0.00,37.00,0.00,115.00
2025,7,NK,Spirit Airlines,TPA,"Tampa, FL: Tampa International",406.00,91.00,21.20,5.71,47.71,1.00,15.38,4.00,3.00,6070.00,1820.00,349.00,2334.00,15.00,1552.00
2025,7,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",222.00,57.00,19.17,1.17,11.81,0.00,24.85,20.00,1.00,3916.00,968.00,50.00,700.00,0.00,2198.00
2025,7,OH,PSA Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",4.00,1.00,0.50,0.00,0.00,0.00,0.50,0.00,0.00,40.00,20.00,0.00,0.00,0.00,20.00
2025,7,OH,PSA Airlines Inc.,BNA,"Nashville, TN: Nashville International",142.00,36.00,8.77,0.25,10.47,0.00,16.51,15.00,2.00,2723.00,580.00,13.00,562.00,0.00,1568.00
2025,7,OH,PSA Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",12.00,5.00,1.07,0.00,1.02,0.00,2.91,0.00,0.00,246.00,26.00,0.00,38.00,0.00,182.00
2025,7,OH,PSA Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",3723.00,848.00,184.01,78.40,151.59,1.22,432.78,94.00,4.00,88684.00,28854.00,7090.00,8649.00,55.00,44036.00
2025,7,OH,PSA Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",3554.00,1000.00,207.77,73.45,303.70,2.51,412.57,495.00,36.00,142020.00,40870.00,29591.00,23556.00,58.00,47945.00
2025,7,OH,PSA Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1904.00,518.00,143.42,39.56,87.72,0.19,247.10,66.00,5.00,62089.00,24731.00,4325.00,4000.00,28.00,29005.00
2025,7,OH,PSA Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",121.00,38.00,11.26,3.00,5.59,0.00,18.15,23.00,0.00,4606.00,1402.00,442.00,424.00,0.00,2338.00
2025,7,OH,PSA Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",143.00,42.00,13.51,6.68,9.17,0.00,12.65,10.00,0.00,3842.00,1062.00,1368.00,622.00,0.00,790.00
2025,7,OH,PSA Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",38.00,7.00,3.77,0.43,1.38,0.00,1.43,1.00,0.00,445.00,161.00,69.00,102.00,0.00,113.00
2025,7,OH,PSA Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",272.00,112.00,31.61,7.01,25.34,0.00,48.04,17.00,1.00,15216.00,3914.00,870.00,1533.00,0.00,8899.00
2025,7,OH,PSA Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",1270.00,363.00,104.80,29.45,94.21,0.97,133.57,107.00,7.00,48399.00,16758.00,5301.00,7277.00,28.00,19035.00
2025,7,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",773.00,181.00,118.96,38.88,23.16,0.00,0.00,3.00,5.00,21508.00,15663.00,3999.00,1846.00,0.00,0.00
2025,7,OO,SkyWest Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",704.00,174.00,100.40,32.39,28.56,0.00,12.66,7.00,5.00,15476.00,8085.00,3500.00,2483.00,0.00,1408.00
2025,7,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",283.00,110.00,46.33,17.78,29.14,0.00,16.75,16.00,3.00,10118.00,3753.00,2313.00,2168.00,0.00,1884.00
2025,7,OO,SkyWest Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",15.00,6.00,2.00,1.81,0.99,0.00,1.20,1.00,1.00,632.00,93.00,284.00,114.00,0.00,141.00
2025,7,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",96.00,23.00,15.40,1.94,2.66,1.00,2.00,2.00,0.00,1393.00,758.00,367.00,91.00,140.00,37.00
2025,7,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",6703.00,1991.00,797.26,176.68,643.38,1.00,372.68,120.00,92.00,191450.00,65085.00,25915.00,60596.00,21.00,39833.00
2025,7,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2452.00,604.00,300.51,113.22,98.42,2.35,89.49,101.00,10.00,57348.00,27757.00,16206.00,6749.00,49.00,6587.00
2025,7,OO,SkyWest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2350.00,594.00,408.76,113.92,56.61,1.00,13.71,26.00,7.00,58321.00,40300.00,10654.00,5201.00,418.00,1748.00
2025,7,OO,SkyWest Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",209.00,52.00,29.72,10.41,9.96,1.91,0.00,3.00,1.00,5468.00,3270.00,1057.00,878.00,263.00,0.00
2025,7,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1551.00,380.00,195.94,24.17,62.85,0.22,96.82,30.00,13.00,42514.00,21555.00,3152.00,6143.00,4.00,11660.00
2025,7,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: Harry Reid International",476.00,95.00,30.36,12.26,33.47,1.70,17.22,4.00,0.00,10003.00,4903.00,658.00,3549.00,47.00,846.00
2025,7,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3363.00,459.00,253.99,37.74,60.73,3.94,102.59,12.00,8.00,33192.00,17928.00,3994.00,3251.00,96.00,7923.00
2025,7,OO,SkyWest Airlines Inc.,LGA,"New York, NY: LaGuardia",147.00,31.00,12.73,7.56,10.71,0.00,0.00,17.00,0.00,3551.00,1815.00,899.00,837.00,0.00,0.00
2025,7,OO,SkyWest Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",149.00,41.00,28.83,8.78,3.38,0.00,0.00,0.00,1.00,3112.00,1947.00,998.00,167.00,0.00,0.00
2025,7,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2001.00,303.00,198.17,71.26,29.75,1.35,2.48,7.00,5.00,31410.00,22079.00,7478.00,1759.00,26.00,68.00
2025,7,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6480.00,2382.00,1010.69,221.53,613.84,2.49,533.45,171.00,47.00,244609.00,92538.00,35249.00,62247.00,566.00,54009.00
2025,7,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1945.00,337.00,215.97,20.41,39.31,1.00,60.31,14.00,1.00,31134.00,24275.00,1739.00,2025.00,18.00,3077.00
2025,7,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",1353.00,243.00,84.90,5.94,63.81,0.00,88.35,12.00,5.00,15679.00,4482.00,923.00,3903.00,0.00,6371.00
2025,7,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",2876.00,448.00,250.98,35.48,65.43,0.00,96.11,4.00,0.00,27697.00,17023.00,1761.00,2947.00,0.00,5966.00
2025,7,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2960.00,715.00,254.54,22.55,282.29,1.00,154.62,10.00,2.00,40859.00,12741.00,1434.00,16328.00,119.00,10237.00
2025,7,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",3235.00,331.00,188.21,51.22,45.33,1.00,45.24,9.00,1.00,22136.00,12791.00,4032.00,2200.00,22.00,3091.00
2025,7,PT,Piedmont Airlines,BNA,"Nashville, TN: Nashville International",30.00,13.00,1.33,0.00,5.98,0.00,5.69,6.00,0.00,1019.00,137.00,0.00,288.00,0.00,594.00
2025,7,PT,Piedmont Airlines,BOS,"Boston, MA: Logan International",119.00,27.00,2.95,1.18,9.52,0.00,13.35,3.00,0.00,1750.00,274.00,177.00,573.00,0.00,726.00
2025,7,PT,Piedmont Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",4154.00,869.00,172.12,92.49,148.73,1.09,454.57,48.00,8.00,76680.00,21497.00,9029.00,6737.00,67.00,39350.00
2025,7,PT,Piedmont Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,7,PT,Piedmont Airlines,PHL,"Philadelphia, PA: Philadelphia International",2478.00,692.00,124.67,41.45,178.23,0.32,347.33,96.00,18.00,70177.00,15542.00,6316.00,12860.00,24.00,35435.00
2025,7,QX,Horizon Air,LAS,"Las Vegas, NV: Harry Reid International",187.00,30.00,6.05,0.00,11.65,0.00,12.31,5.00,0.00,1656.00,302.00,0.00,751.00,0.00,603.00
